Released_Year,Runtime,Genre,IMDB_Rating,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,movie_name
1985,154,124.0,7.8,408.0,130.0,679.0,525.0,481.0,78321,98467863,The Color Purple
1985,97,91.0,7.8,209.0,166.0,346.0,491.0,25.0,357026,45875171,The Breakfast Club
1984,141,80.0,7.8,371.0,467.0,231.0,339.0,390.0,51585,34700291,The Killing Fields
1984,105,16.0,7.8,167.0,54.0,121.0,648.0,260.0,355413,238632124,Ghostbusters
1983,193,35.0,7.8,338.0,466.0,590.0,176.0,165.0,56235,21500000,The Right Stuff
1982,109,88.0,7.8,275.0,441.0,308.0,166.0,662.0,88511,2500000,The King of Comedy
1982,115,169.0,7.8,408.0,220.0,149.0,544.0,162.0,372490,435110554,E.T. the Extra-Terrestrial
1979,105,124.0,7.8,360.0,149.0,455.0,286.0,394.0,133351,106260000,Kramer vs. Kramer
1976,135,181.0,7.8,73.0,115.0,614.0,105.0,72.0,65659,31800000,The Outlaw Josey Wales
1974,113,153.0,7.8,120.0,193.0,327.0,18.0,230.0,98611,4420000,The Conversation
1973,72,75.0,7.8,344.0,45.0,302.0,190.0,326.0,25229,193817,La planète sauvage
1973,143,119.0,7.8,127.0,154.0,639.0,479.0,12.0,37445,16056255,The Day of the Jackal
1972,124,147.0,7.8,45.0,338.0,466.0,251.0,349.0,48334,42765000,Cabaret
1971,100,168.0,7.8,285.0,196.0,261.0,546.0,645.0,178731,4000000,Willy Wonka & the Chocolate Factory
1969,113,124.0,7.8,215.0,149.0,340.0,662.0,363.0,101124,44785053,Midnight Cowboy
1967,108,180.0,7.8,421.0,40.0,7.0,569.0,193.0,27733,17550741,Wait Until Dark
1967,108,91.0,7.8,400.0,488.0,607.0,379.0,406.0,39642,56700000,Guess Who's Coming to Dinner
1964,170,127.0,7.8,138.0,40.0,547.0,652.0,761.0,86525,72000000,My Fair Lady
1964,139,100.0,7.8,365.0,297.0,140.0,155.0,250.0,158029,102272727,Mary Poppins
1962,178,24.0,7.8,239.0,27.0,221.0,61.0,156.0,52141,39100000,The Longest Day
1961,100,172.0,7.8,169.0,140.0,526.0,465.0,530.0,27007,2616000,The Innocents
1960,90,110.0,7.8,188.0,264.0,292.0,141.0,270.0,73251,336705,À bout de souffle
1935,75,144.0,7.8,184.0,63.0,166.0,128.0,743.0,43542,4360000,Bride of Frankenstein
2017,104,155.0,7.7,121.0,293.0,13.0,221.0,282.0,25198,335609,God's Own Country
2018,119,1.0,7.7,88.0,460.0,345.0,493.0,389.0,478586,324591735,Deadpool 2
2017,107,116.0,7.7,418.0,308.0,307.0,358.0,712.0,205444,33800859,Wind River
2017,104,174.0,7.7,224.0,126.0,20.0,79.0,115.0,492851,176040665,Get Out
2018,147,10.0,7.7,70.0,514.0,241.0,713.0,683.0,291257,220159104,Mission: Impossible - Fallout
2015,116,96.0,7.7,156.0,449.0,53.0,199.0,285.0,47444,3358518,En man som heter Ove
2014,86,102.0,7.7,193.0,499.0,299.0,666.0,142.0,157498,3333000,What We Do in the Shadows
2014,103,71.0,7.7,182.0,223.0,586.0,376.0,553.0,32798,765127,Omoide no Mânî
2014,123,82.0,7.7,180.0,150.0,190.0,689.0,691.0,404182,35893537,The Theory of Everything
2014,129,1.0,7.7,281.0,117.0,635.0,622.0,523.0,590440,128261724,Kingsman: The Secret Service
2014,126,155.0,7.7,227.0,482.0,39.0,500.0,439.0,344312,124872350,The Fault in Our Stars
2015,105,91.0,7.7,16.0,507.0,532.0,520.0,562.0,123210,6743776,Me and Earl and the Dying Girl
2014,119,91.0,7.7,10.0,378.0,699.0,180.0,31.0,580291,42340598,Birdman or (The Unexpected Virtue of Ignorance)
2013,180,155.0,7.7,1.0,342.0,1.0,616.0,55.0,138741,2199675,La vie d'Adèle
2013,130,161.0,7.7,2.0,17.0,624.0,558.0,28.0,32628,1122527,Kai po che!
2012,111,149.0,7.7,117.0,529.0,324.0,507.0,237.0,39379,175058,The Broken Circle Breakdown
2014,136,9.0,7.7,30.0,275.0,99.0,622.0,670.0,736182,259766572,Captain America: The Winter Soldier
2011,159,147.0,7.7,163.0,429.0,486.0,640.0,433.0,39501,985912,Rockstar
2013,115,37.0,7.7,14.0,77.0,682.0,366.0,81.0,112298,17654912,Nebraska
2012,101,61.0,7.7,346.0,278.0,264.0,289.0,667.0,380195,189422889,Wreck-It Ralph
2015,108,62.0,7.7,270.0,266.0,414.0,555.0,488.0,56720,1339152,Le Petit Prince
2011,98,124.0,7.7,440.0,6.0,107.0,437.0,469.0,77071,71177,Detachment
2011,96,101.0,7.7,462.0,403.0,533.0,381.0,434.0,388089,56816662,Midnight in Paris
2014,100,57.0,7.7,71.0,417.0,102.0,720.0,201.0,323982,257760692,The Lego Movie
2013,91,160.0,7.7,15.0,471.0,218.0,176.0,576.0,769145,274092705,Gravity
2013,132,9.0,7.7,168.0,104.0,700.0,736.0,68.0,463188,228778661,Star Trek Into Darkness
2015,137,165.0,7.7,61.0,3.0,172.0,574.0,33.0,73964,83861,Beasts of No Nation
2010,120,78.0,7.7,86.0,267.0,27.0,370.0,638.0,624982,96962694,The Social Network
2011,131,9.0,7.7,281.0,244.0,460.0,308.0,421.0,645512,146408305,X: First Class
2009,100,86.0,7.7,432.0,551.0,70.0,367.0,186.0,717559,277322503,The Hangover
2012,143,10.0,7.7,379.0,124.0,287.0,499.0,382.0,630614,304360277,Skyfall
2012,122,96.0,7.7,92.0,67.0,305.0,582.0,299.0,661871,132092958,Silver Linings Playbook
2012,120,84.0,7.7,38.0,47.0,77.0,334.0,11.0,572581,136025503,Argo
2009,95,96.0,7.7,268.0,554.0,344.0,222.0,126.0,472242,32391374,(500) Days of Summer
2010,146,51.0,7.7,93.0,127.0,171.0,606.0,74.0,479120,295983305,Harry Potter and the Deathly Hallows: Part 1
2008,101,61.0,7.7,158.0,90.0,444.0,414.0,732.0,125317,15090400,Gake no ue no Ponyo
2008,122,80.0,7.7,374.0,185.0,465.0,388.0,660.0,103330,18593156,Frost/Nixon
2006,90,72.0,7.7,384.0,370.0,664.0,383.0,739.0,71379,881302,Papurika
2008,141,77.0,7.7,73.0,29.0,119.0,20.0,235.0,239203,35739802,Changeling
2010,90,96.0,7.7,357.0,344.0,81.0,565.0,45.0,81446,1752214,Flipped
2006,101,110.0,7.7,390.0,508.0,620.0,318.0,35.0,115576,327919,This Is England
2014,108,160.0,7.7,12.0,15.0,145.0,527.0,690.0,474141,25442958,Ex Machina
2006,120,124.0,7.7,411.0,345.0,608.0,597.0,560.0,32001,412544,Efter brylluppet
2006,123,80.0,7.7,245.0,244.0,194.0,228.0,420.0,175355,17605861,The Last King of Scotland
2007,157,116.0,7.7,86.0,242.0,551.0,446.0,45.0,466080,33080084,Zodiac
2006,110,20.0,7.7,327.0,292.0,61.0,494.0,469.0,299524,22494487,Lucky Number Slevin
2005,116,137.0,7.7,68.0,143.0,63.0,241.0,555.0,28003,1054361,Joyeux Noël
2007,122,81.0,7.7,32.0,464.0,583.0,132.0,20.0,61609,871577,Control
2010,100,61.0,7.7,303.0,84.0,424.0,732.0,179.0,405922,200821936,Tangled
2006,145,163.0,7.7,329.0,86.0,596.0,677.0,258.0,72643,4398392,Zwartboek
2005,134,155.0,7.7,27.0,242.0,236.0,482.0,615.0,323103,83043761,Brokeback Mountain
2007,122,20.0,7.7,179.0,457.0,104.0,56.0,460.0,288797,53606916,3:10 to Yuma
2004,112,119.0,7.7,325.0,145.0,585.0,674.0,400.0,419483,54580300,Crash
2004,99,16.0,7.7,403.0,490.0,675.0,554.0,684.0,127250,17108591,Kung fu
2004,108,30.0,7.7,324.0,365.0,197.0,319.0,89.0,434841,176241941,The Bourne Supremacy
2004,101,162.0,7.7,48.0,109.0,304.0,5.0,368.0,358432,1082715,The Machinist
2004,152,81.0,7.7,417.0,247.0,543.0,387.0,138.0,138356,75331600,Ray
2003,102,91.0,7.7,395.0,54.0,589.0,232.0,40.0,415074,44585453,Lost in Translation
2005,157,51.0,7.7,298.0,127.0,171.0,606.0,216.0,548619,290013036,Harry Potter and the Goblet of Fire
2004,146,20.0,7.7,441.0,141.0,113.0,136.0,610.0,329592,77911774,Man on Fire
2009,100,71.0,7.7,159.0,121.0,640.0,336.0,337.0,197761,75286229,Coraline
2003,154,23.0,7.7,105.0,514.0,371.0,68.0,762.0,400049,111110575,The Last Samurai
2002,114,124.0,7.7,336.0,156.0,147.0,513.0,43.0,25938,4890878,The Magdalene Sisters
2003,121,96.0,7.7,459.0,123.0,365.0,122.0,222.0,137981,4064200,Good Bye Lenin!
2002,105,124.0,7.7,198.0,404.0,583.0,169.0,666.0,40403,15539266,In America
2001,132,124.0,7.7,195.0,477.0,467.0,136.0,169.0,142863,40311852,I Am Sam
2002,115,91.0,7.7,396.0,395.0,455.0,111.0,721.0,178565,22245861,Adaptation.
2001,144,141.0,7.7,355.0,292.0,184.0,690.0,212.0,364254,108638745,Black Hawk Down
2002,117,119.0,7.7,379.0,516.0,663.0,577.0,450.0,246840,104454762,Road to Perdition
2001,120,162.0,7.7,317.0,389.0,105.0,519.0,769.0,90842,141072,Das Experiment
2000,110,146.0,7.7,404.0,246.0,353.0,298.0,314.0,126770,21995263,Billy Elliot
2001,95,94.0,7.7,204.0,279.0,477.0,655.0,719.0,31957,3029081,Hedwig and the Angry Inch
2001,116,123.0,7.7,407.0,199.0,69.0,359.0,508.0,516372,183417150,Ocean's Eleven
2000,103,59.0,7.7,467.0,28.0,333.0,530.0,755.0,29210,151086,Vampire Hunter D: Bloodlust
2000,107,36.0,7.7,201.0,173.0,218.0,343.0,723.0,286742,45512588,"O Brother, Where Art Thou?"
1999,81,69.0,7.7,443.0,523.0,445.0,452.0,289.0,192112,52037603,"South Park: Bigger, Longer & Uncut"
1999,89,86.0,7.7,296.0,452.0,301.0,153.0,8.0,241575,10824921,Office Space
1998,134,91.0,7.7,433.0,249.0,339.0,547.0,185.0,66408,2807390,Happiness
2001,122,119.0,7.7,31.0,141.0,179.0,630.0,727.0,390247,76631907,Training Day
1998,93,96.0,7.7,455.0,255.0,64.0,522.0,676.0,169229,17105219,Rushmore
1997,119,152.0,7.7,9.0,153.0,523.0,103.0,220.0,64082,368234,Abre los ojos
1999,113,93.0,7.7,396.0,281.0,82.0,98.0,361.0,312542,22858926,Being John Malkovich
1997,139,96.0,7.7,178.0,239.0,238.0,239.0,145.0,275755,148478011,As Good as It Gets
1997,126,9.0,7.7,258.0,79.0,474.0,218.0,283.0,434125,63540020,The Fifth Element
1998,80,86.0,7.7,122.0,506.0,268.0,208.0,151.0,37424,4065116,Le dîner de cons
1997,127,77.0,7.7,298.0,9.0,337.0,475.0,98.0,279318,41909762,Donnie Brasco
1996,105,81.0,7.7,385.0,197.0,47.0,368.0,689.0,51350,35811509,Shine
1996,129,116.0,7.7,149.0,437.0,387.0,180.0,360.0,189716,56116183,Primal Fear
1996,242,124.0,7.7,241.0,310.0,351.0,165.0,405.0,35991,4414535,Hamlet
1995,97,126.0,7.7,15.0,335.0,159.0,413.0,652.0,32236,10019307,A Little Princess
1994,108,76.0,7.7,292.0,364.0,441.0,548.0,482.0,33600,21848932,Il postino
1994,92,86.0,7.7,247.0,71.0,296.0,443.0,457.0,211450,3151130,Clerks
1993,188,91.0,7.7,359.0,24.0,350.0,684.0,95.0,42275,6110979,Short Cuts
1993,125,124.0,7.7,221.0,516.0,133.0,590.0,101.0,224169,77324422,Philadelphia
1992,85,92.0,7.7,53.0,375.0,373.0,152.0,541.0,50298,27281507,The Muppet Christmas Carol
1992,202,80.0,7.7,397.0,141.0,31.0,161.0,692.0,85819,48169908,Malcolm X
1992,112,2.0,7.7,290.0,125.0,415.0,607.0,215.0,150409,75505856,The Last of the Mohicans
1992,100,116.0,7.7,174.0,9.0,263.0,11.0,11.0,95826,10725228,Glengarry Glen Ross
1992,138,162.0,7.7,357.0,514.0,265.0,163.0,421.0,235388,141340178,A Few Good Men
1991,130,124.0,7.7,218.0,305.0,314.0,455.0,503.0,66941,82418501,Fried Green Tomatoes
1991,116,97.0,7.7,201.0,173.0,336.0,334.0,384.0,113240,6153939,Barton Fink
1990,115,119.0,7.7,201.0,173.0,203.0,10.0,369.0,125822,5080409,Miller's Crossing
1988,104,61.0,7.7,367.0,61.0,111.0,321.0,120.0,182009,156452370,Who Framed Roger Rabbit
1987,107,91.0,7.7,54.0,435.0,520.0,572.0,612.0,40396,1544889,Withnail & I
1987,163,80.0,7.7,40.0,283.0,317.0,545.0,650.0,94326,43984230,The Last Emperor
1987,153,24.0,7.7,408.0,109.0,332.0,485.0,564.0,115677,22238696,Empire of the Sun
1986,130,116.0,7.7,187.0,476.0,106.0,252.0,205.0,102031,7153487,Der Name der Rose
1986,120,153.0,7.7,89.0,235.0,384.0,164.0,439.0,181285,8551228,Blue Velvet
1985,82,101.0,7.7,462.0,372.0,298.0,145.0,287.0,47102,10631333,The Purple Rose of Cairo
1985,97,88.0,7.7,275.0,209.0,568.0,705.0,731.0,59635,10600000,After Hours
1983,79,86.0,7.7,462.0,547.0,456.0,532.0,350.0,39881,11798616,Zelig
1982,129,124.0,7.7,394.0,407.0,94.0,277.0,309.0,36096,54000000,The Verdict
1982,113,9.0,7.7,307.0,544.0,401.0,157.0,305.0,112704,78912963,Star Trek II: The Wrath of Khan
1982,93,0.0,7.7,420.0,496.0,75.0,569.0,72.0,226541,47212904,First Blood
1980,124,124.0,7.7,363.0,147.0,439.0,354.0,724.0,47099,54800000,Ordinary People
1980,88,86.0,7.7,196.0,137.0,309.0,585.0,393.0,214882,83400000,Airplane!
1978,91,176.0,7.7,206.0,146.0,277.0,694.0,554.0,233106,47000000,Halloween
1976,126,162.0,7.7,372.0,451.0,257.0,468.0,348.0,39889,1924733,Le locataire
1974,93,109.0,7.7,283.0,114.0,215.0,650.0,266.0,125993,119500000,Blazing Saddles
1973,130,77.0,7.7,394.0,9.0,334.0,273.0,71.0,109941,29800000,Serpico
1973,102,20.0,7.7,361.0,78.0,335.0,315.0,6.0,96561,25000000,Enter the Dragon
1972,109,48.0,7.7,203.0,288.0,78.0,504.0,637.0,98740,7056013,Deliverance
1971,104,20.0,7.7,456.0,193.0,570.0,198.0,734.0,110075,15630710,The French Connection
1971,102,22.0,7.7,100.0,115.0,28.0,248.0,621.0,143292,35900000,Dirty Harry
1968,105,86.0,7.7,136.0,238.0,677.0,332.0,273.0,31572,44527234,The Odd Couple
1967,150,11.0,7.7,358.0,326.0,176.0,100.0,352.0,67183,45300000,The Dirty Dozen
1967,100,155.0,7.7,260.0,91.0,293.0,480.0,240.0,40274,26331,Belle de jour
1966,120,80.0,7.7,127.0,408.0,678.0,589.0,446.0,31222,28350000,A Man for All Seasons
1964,110,10.0,7.7,153.0,476.0,222.0,257.0,682.0,174119,51081062,Goldfinger
1963,119,143.0,7.7,17.0,447.0,649.0,314.0,705.0,171739,11403529,The Birds
1960,101,145.0,7.7,291.0,303.0,33.0,490.0,515.0,31354,83957,Peeping Tom
1960,128,12.0,7.7,217.0,548.0,623.0,100.0,197.0,87719,4905000,The Magnificent Seven
1960,90,142.0,7.7,144.0,420.0,19.0,365.0,21.0,27620,52709,Les yeux sans visage
1952,129,96.0,7.7,207.0,286.0,448.0,54.0,753.0,34677,10550000,The Quiet Man
1951,105,46.0,7.7,210.0,229.0,362.0,587.0,594.0,71481,536118,The African Queen
1940,125,74.0,7.7,172.0,469.0,193.0,514.0,160.0,88662,76408097,Fantasia
2018,102,153.0,7.6,26.0,280.0,131.0,352.0,533.0,140840,26020957,Searching
2019,161,91.0,7.6,341.0,330.0,69.0,439.0,206.0,551309,142502728,Once Upon a Time... in Hollywood
2017,127,124.0,7.6,25.0,362.0,15.0,462.0,487.0,29765,566356,Nelyubov
2017,111,124.0,7.6,386.0,75.0,74.0,722.0,134.0,95181,5904366,The Florida Project
2017,101,124.0,7.6,268.0,102.0,450.0,420.0,570.0,99643,24801212,Gifted
2019,97,37.0,7.6,445.0,380.0,701.0,30.0,149.0,66346,13122642,The Peanut Butter Falcon
2015,97,124.0,7.6,97.0,213.0,144.0,698.0,199.0,35785,845464,Mustang
2017,136,1.0,7.6,176.0,105.0,703.0,151.0,747.0,569974,389813101,Guardians of the Galaxy Vol. 2
2017,113,20.0,7.6,104.0,31.0,338.0,346.0,194.0,439406,107825862,Baby Driver
2017,134,14.0,7.6,225.0,291.0,473.0,301.0,334.0,58371,18340051,Only the Brave
2015,142,140.0,7.6,408.0,516.0,430.0,8.0,29.0,287659,72313754,Bridge of Spies
2018,118,57.0,7.6,49.0,118.0,246.0,625.0,279.0,250057,608581744,Incredibles 2
2016,107,61.0,7.6,373.0,284.0,146.0,115.0,53.0,272784,248757044,Moana
2015,121,20.0,7.6,96.0,167.0,345.0,59.0,371.0,371291,46889293,Sicario
2015,133,161.0,7.6,377.0,373.0,626.0,673.0,599.0,247666,109767581,Creed
2014,140,110.0,7.6,25.0,14.0,161.0,598.0,750.0,49397,1092800,Leviafan
2016,102,20.0,7.6,90.0,104.0,60.0,301.0,247.0,204175,26862450,Hell or High Water
2013,98,76.0,7.6,405.0,295.0,622.0,651.0,480.0,94212,37707719,Philomena
2014,130,2.0,7.6,279.0,190.0,372.0,28.0,432.0,411599,208545589,Dawn of the Planet of the Apes
2011,101,33.0,7.6,131.0,232.0,25.0,564.0,182.0,190531,4105123,Serbuan maut
2012,109,20.0,7.6,84.0,242.0,464.0,32.0,26.0,228132,41003371,End of Watch
2010,94,63.0,7.6,161.0,21.0,476.0,611.0,711.0,80939,19202743,Kari-gurashi no Arietti
2018,136,149.0,7.6,50.0,321.0,70.0,617.0,255.0,334312,215288866,A Star Is Born
2010,110,167.0,7.6,110.0,276.0,297.0,459.0,257.0,311822,171243005,True Grit
2010,118,155.0,7.6,411.0,383.0,662.0,448.0,759.0,38491,1008098,Hævnen
2010,95,67.0,7.6,339.0,106.0,621.0,296.0,651.0,500851,251513985,Despicable Me
2011,100,96.0,7.6,222.0,290.0,597.0,32.0,99.0,315426,35014192,50/50
2010,117,15.0,7.6,281.0,1.0,491.0,108.0,232.0,524081,48071303,Kick-Ass
2011,133,83.0,7.6,39.0,66.0,559.0,347.0,598.0,369529,75605492,Moneyball
2011,120,145.0,7.6,330.0,34.0,160.0,285.0,489.0,138959,3185812,La piel que habito
2009,88,39.0,7.6,376.0,267.0,169.0,725.0,1.0,520041,75590286,Zombieland
2009,128,7.0,7.6,154.0,442.0,347.0,555.0,494.0,583158,209028679,Sherlock Holmes
2009,129,83.0,7.6,213.0,425.0,585.0,683.0,300.0,293266,255959475,The Blind Side
2007,104,124.0,7.6,435.0,438.0,230.0,140.0,274.0,41544,9422422,The Visitor
2008,123,124.0,7.6,129.0,540.0,569.0,725.0,524.0,286770,69951824,Seven Pounds
2007,100,20.0,7.6,85.0,392.0,668.0,46.0,373.0,227760,17114882,Eastern Promises
2007,127,51.0,7.6,281.0,94.0,114.0,647.0,284.0,255036,38634938,Stardust
2009,71,63.0,7.6,438.0,397.0,183.0,82.0,536.0,31779,686383,The Secret of Kells
2006,129,116.0,7.6,397.0,141.0,117.0,323.0,132.0,339757,88513495,Inside Man
2007,114,116.0,7.6,38.0,388.0,152.0,95.0,534.0,250590,20300218,Gone Baby Gone
2007,140,81.0,7.6,319.0,353.0,627.0,531.0,208.0,82781,10301706,La Vie En Rose
2006,104,14.0,7.6,375.0,268.0,404.0,728.0,774.0,72863,24633730,Huo Yuan Jia
2006,110,130.0,7.6,305.0,155.0,311.0,536.0,648.0,354728,39868642,The Illusionist
2004,90,119.0,7.6,390.0,404.0,208.0,686.0,701.0,49728,6013,Dead Man's Shoes
2009,153,3.0,7.6,93.0,127.0,171.0,606.0,525.0,474827,301959197,Harry Potter and the Half-Blood Prince
2006,117,23.0,7.6,469.0,202.0,400.0,156.0,175.0,732876,210614939,300
2005,124,157.0,7.6,462.0,474.0,342.0,188.0,509.0,206294,23089926,Match Point
2009,162,25.0,7.6,469.0,240.0,516.0,91.0,477.0,500799,107509799,Watchmen
2005,122,20.0,7.6,23.0,395.0,179.0,293.0,92.0,294140,24149632,Lord of War
2004,103,174.0,7.6,183.0,87.0,398.0,146.0,417.0,379020,56000369,Saw
2008,124,124.0,7.6,66.0,418.0,583.0,482.0,115.0,83158,3081925,"Synecdoche, New York"
2004,105,124.0,7.6,148.0,68.0,344.0,183.0,124.0,65939,697181,Mysterious Skin
2003,93,96.0,7.6,464.0,210.0,427.0,675.0,380.0,67360,548707,Jeux d'enfants
2004,133,151.0,7.6,190.0,41.0,209.0,323.0,176.0,70925,6167817,Un long dimanche de fiançailles
2003,89,91.0,7.6,435.0,411.0,511.0,74.0,585.0,67370,5739376,The Station Agent
2003,124,119.0,7.6,10.0,477.0,62.0,498.0,154.0,224545,16290476,21 Grams
2002,129,119.0,7.6,63.0,301.0,603.0,49.0,344.0,62659,45289,Boksuneun naui geot
2004,106,79.0,7.6,267.0,287.0,361.0,361.0,610.0,198677,51680613,Finding Neverland
2002,135,124.0,7.6,397.0,155.0,57.0,547.0,640.0,169708,13060843,25th Hour
2004,113,160.0,7.6,108.0,237.0,51.0,21.0,520.0,451479,57938693,The Butterfly Effect
2002,113,144.0,7.6,82.0,112.0,485.0,118.0,18.0,376853,45064915,28 Days Later...
2001,110,91.0,7.6,455.0,193.0,229.0,29.0,67.0,266842,52364010,The Royal Tenenbaums
2001,106,124.0,7.6,15.0,351.0,204.0,142.0,30.0,115827,13622333,Y tu mamá también
2001,152,51.0,7.6,67.0,127.0,571.0,573.0,475.0,658185,317575550,Harry Potter and the Sorcerer's Stone
2001,101,174.0,7.6,9.0,396.0,110.0,201.0,10.0,337651,96522687,The Others
2001,124,77.0,7.6,419.0,287.0,523.0,211.0,605.0,240714,52990775,Blow
2001,131,141.0,7.6,187.0,294.0,152.0,351.0,609.0,243729,51401758,Enemy at the Gates
2002,145,21.0,7.6,408.0,514.0,118.0,620.0,514.0,508417,132072926,Minority Report
1999,146,83.0,7.6,315.0,141.0,666.0,159.0,452.0,91557,50668906,The Hurricane
2000,101,88.0,7.6,277.0,109.0,355.0,353.0,76.0,490062,15070285,American Psycho
1998,81,119.0,7.6,436.0,186.0,482.0,254.0,567.0,188317,7267585,Lola rennt
1998,170,165.0,7.6,422.0,270.0,594.0,510.0,429.0,172710,36400491,The Thin Red Line
1998,88,63.0,7.6,439.0,46.0,475.0,177.0,60.0,256906,120620254,Mulan
1998,118,37.0,7.6,424.0,287.0,62.0,685.0,526.0,259753,10680275,Fear and Loathing in Las Vegas
1998,100,178.0,7.6,13.0,456.0,377.0,306.0,765.0,187927,14378331,Dark City
1996,147,119.0,7.6,37.0,441.0,374.0,77.0,319.0,186734,49100000,Sleepers
1997,134,179.0,7.6,89.0,55.0,510.0,342.0,465.0,131101,3796699,Lost Highway
1995,136,155.0,7.6,27.0,170.0,361.0,281.0,730.0,102598,43182776,Sense and Sensibility
1995,128,10.0,7.6,214.0,79.0,306.0,622.0,253.0,364420,100012499,Die Hard: With a Vengeance
1995,121,43.0,7.6,197.0,287.0,205.0,133.0,436.0,90442,1037847,Dead Man
1995,135,155.0,7.6,73.0,115.0,455.0,35.0,745.0,73172,71516617,The Bridges of Madison County
2014,140,44.0,7.6,374.0,516.0,65.0,388.0,234.0,269197,173837933,Apollo 13
1994,92,96.0,7.6,249.0,553.0,352.0,292.0,340.0,64390,1464625,Trois couleurs: Blanc
1993,113,20.0,7.6,202.0,376.0,552.0,52.0,608.0,171640,40903593,Falling Down
1993,102,86.0,7.6,353.0,254.0,680.0,461.0,639.0,165465,7993039,Dazed and Confused
1992,120,87.0,7.6,223.0,274.0,429.0,560.0,543.0,107325,52929168,My Cousin Vinny
1991,118,73.0,7.6,166.0,384.0,660.0,727.0,517.0,27071,453243,Omohide poro poro
1991,99,87.0,7.6,266.0,265.0,426.0,171.0,580.0,80487,1794187,Delicatessen
1990,103,99.0,7.6,67.0,343.0,323.0,144.0,357.0,488817,285761243,Home Alone
1990,162,110.0,7.6,120.0,9.0,136.0,27.0,709.0,359809,66666062,The Godfather: Part III
1989,95,96.0,7.6,357.0,58.0,451.0,92.0,98.0,195663,92823600,When Harry Met Sally...
1989,83,74.0,7.6,373.0,284.0,321.0,621.0,620.0,237696,111543479,The Little Mermaid
1988,85,87.0,7.6,94.0,332.0,528.0,517.0,622.0,152871,78756177,The Naked Gun: From the Files of Police Squad!
1987,93,91.0,7.6,209.0,491.0,326.0,400.0,528.0,124773,49530280,"Planes, Trains & Automobiles"
1987,109,22.0,7.6,350.0,371.0,123.0,217.0,542.0,236894,65207127,Lethal Weapon
1984,99,119.0,7.6,201.0,173.0,329.0,206.0,150.0,87745,2150000,Blood Simple
1981,109,124.0,7.6,271.0,304.0,242.0,287.0,184.0,27650,119285432,On Golden Pond
1981,96,9.0,7.6,140.0,371.0,76.0,477.0,513.0,166588,12465371,Mad Max 2
1979,92,22.0,7.6,453.0,374.0,274.0,175.0,91.0,93878,22490039,The Warriors
1979,95,38.0,7.6,175.0,271.0,195.0,312.0,628.0,32802,76657000,The Muppet Movie
1979,112,13.0,7.6,100.0,115.0,514.0,592.0,297.0,121731,43000000,Escape from Alcatraz
1978,121,77.0,7.6,8.0,65.0,255.0,72.0,578.0,73662,35000000,Midnight Express
1977,138,159.0,7.6,408.0,434.0,202.0,671.0,518.0,184966,132088635,Close Encounters of the Third Kind
1973,112,88.0,7.6,359.0,162.0,496.0,657.0,493.0,26337,959000,The Long Goodbye
1971,157,166.0,7.6,389.0,446.0,271.0,599.0,483.0,30144,696690,Giù la testa
1970,144,41.0,7.6,52.0,115.0,637.0,172.0,114.0,45338,1378435,Kelly's Heroes
1967,78,63.0,7.6,461.0,416.0,595.0,428.0,96.0,166409,141843612,The Jungle Book
1964,87,104.0,7.6,352.0,282.0,519.0,223.0,631.0,40351,13780024,A Hard Day's Night
1953,118,158.0,7.6,127.0,82.0,479.0,160.0,180.0,43374,30500000,From Here to Eternity
